Column1,State,Year,Source,ItemNum,LineItem,Amount
1950,KY,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/KY%202020%20ES%20Financial%20and%20Progress%20Report.pdf,o,Unexpended program income,35487.18
1951,LA,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/LA%202020%20ES%20Financial%20and%20Progress%20Reports.pdf,a,Cash Receipts,12512099
1952,LA,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/LA%202020%20ES%20Financial%20and%20Progress%20Reports.pdf,b,Cash Disbursements,0
1953,LA,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/LA%202020%20ES%20Financial%20and%20Progress%20Reports.pdf,c,Cash on Hand,12512099
1954,LA,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/LA%202020%20ES%20Financial%20and%20Progress%20Reports.pdf,d,Total Federal funds authorized,12512099
1955,LA,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/LA%202020%20ES%20Financial%20and%20Progress%20Reports.pdf,e,Federal share of expenditures,0
1956,LA,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/LA%202020%20ES%20Financial%20and%20Progress%20Reports.pdf,f,Federal share of unliquidated obligations,0
1957,LA,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/LA%202020%20ES%20Financial%20and%20Progress%20Reports.pdf,g,Total Federal share,0
1958,LA,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/LA%202020%20ES%20Financial%20and%20Progress%20Reports.pdf,h,Unobligated balance of Federal funds,12512099
1329,NM,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/NM2019%5B101ES%5D%20Final.pdf,i,Total recipient share required,184973.5
1960,LA,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/LA%202020%20ES%20Financial%20and%20Progress%20Reports.pdf,j,Recipient share of expenditures,0
1961,LA,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/LA%202020%20ES%20Financial%20and%20Progress%20Reports.pdf,k,Remaining recipient share to be provided,1618997
1962,LA,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/LA%202020%20ES%20Financial%20and%20Progress%20Reports.pdf,l,Total Federal share of program income earned,196808
1963,LA,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/LA%202020%20ES%20Financial%20and%20Progress%20Reports.pdf,m,Program income expended in accordance with the deduction alternative,0
1964,LA,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/LA%202020%20ES%20Financial%20and%20Progress%20Reports.pdf,n,Program income expended in accordance with the addition alternative,0
1965,LA,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/LA%202020%20ES%20Financial%20and%20Progress%20Reports.pdf,o,Unexpended program income,196808
1966,MA,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MA%202020%20ES%20Financial%20and%20Progress%20Report.pdf,a,Cash Receipts,16769740
1967,MA,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MA%202020%20ES%20Financial%20and%20Progress%20Report.pdf,b,Cash Disbursements,3624331.13
1968,MA,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MA%202020%20ES%20Financial%20and%20Progress%20Report.pdf,c,Cash on Hand,13145408.87
1969,MA,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MA%202020%20ES%20Financial%20and%20Progress%20Report.pdf,d,Total Federal funds authorized,16769740
1970,MA,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MA%202020%20ES%20Financial%20and%20Progress%20Report.pdf,e,Federal share of expenditures,3624331.13
1971,MA,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MA%202020%20ES%20Financial%20and%20Progress%20Report.pdf,f,Federal share of unliquidated obligations,0
1972,MA,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MA%202020%20ES%20Financial%20and%20Progress%20Report.pdf,g,Total Federal share,3624331.13
1973,MA,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MA%202020%20ES%20Financial%20and%20Progress%20Report.pdf,h,Unobligated balance of Federal funds,13145408.87
2874,NM,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/NM_2021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,i,Total recipient share required,1015706
1975,MA,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MA%202020%20ES%20Financial%20and%20Progress%20Report.pdf,j,Recipient share of expenditures,394543
1976,MA,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MA%202020%20ES%20Financial%20and%20Progress%20Report.pdf,k,Remaining recipient share to be provided,1775777
1977,MA,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MA%202020%20ES%20Financial%20and%20Progress%20Report.pdf,l,Total Federal share of program income earned,312458.03
1978,MA,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MA%202020%20ES%20Financial%20and%20Progress%20Report.pdf,m,Program income expended in accordance with the deduction alternative,0
1979,MA,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MA%202020%20ES%20Financial%20and%20Progress%20Report.pdf,n,Program income expended in accordance with the addition alternative,0
1980,MA,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MA%202020%20ES%20Financial%20and%20Progress%20Report.pdf,o,Unexpended program income,312458.03
1981,MD,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MD%202020%20ES%20Financial%20and%20Progress%20Report.pdf,a,Cash Receipts,15010079
1982,MD,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MD%202020%20ES%20Financial%20and%20Progress%20Report.pdf,b,Cash Disbursements,15010079
1983,MD,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MD%202020%20ES%20Financial%20and%20Progress%20Report.pdf,c,Cash on Hand,0
1984,MD,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MD%202020%20ES%20Financial%20and%20Progress%20Report.pdf,d,Total Federal funds authorized,15010079
1985,MD,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MD%202020%20ES%20Financial%20and%20Progress%20Report.pdf,e,Federal share of expenditures,3916466
1986,MD,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MD%202020%20ES%20Financial%20and%20Progress%20Report.pdf,f,Federal share of unliquidated obligations,0
1987,MD,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MD%202020%20ES%20Financial%20and%20Progress%20Report.pdf,g,Total Federal share,3916466
1988,MD,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MD%202020%20ES%20Financial%20and%20Progress%20Report.pdf,h,Unobligated balance of Federal funds,11093613
459,NV,2018,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/NV2018%5B101ES%5D.pdf,i,Total recipient share required,213886
1990,MD,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MD%202020%20ES%20Financial%20and%20Progress%20Report.pdf,j,Recipient share of expenditures,353185
1991,MD,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MD%202020%20ES%20Financial%20and%20Progress%20Report.pdf,k,Remaining recipient share to be provided,1589276
1992,MD,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MD%202020%20ES%20Financial%20and%20Progress%20Report.pdf,l,Total Federal share of program income earned,32927
1993,MD,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MD%202020%20ES%20Financial%20and%20Progress%20Report.pdf,m,Program income expended in accordance with the deduction alternative,0
1994,MD,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MD%202020%20ES%20Financial%20and%20Progress%20Report.pdf,n,Program income expended in accordance with the addition alternative,30608
1995,MD,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MD%202020%20ES%20Financial%20and%20Progress%20Report.pdf,o,Unexpended program income,2319
1996,ME,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/ME%202020%20ES%20Financial%20and%20Progress%20Report.pdf,a,Cash Receipts,6643743
1997,ME,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/ME%202020%20ES%20Financial%20and%20Progress%20Report.pdf,b,Cash Disbursements,277290
1998,ME,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/ME%202020%20ES%20Financial%20and%20Progress%20Report.pdf,c,Cash on Hand,6366453
1999,ME,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/ME%202020%20ES%20Financial%20and%20Progress%20Report.pdf,d,Total Federal funds authorized,6643743
2000,ME,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/ME%202020%20ES%20Financial%20and%20Progress%20Report.pdf,e,Federal share of expenditures,277290
2001,ME,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/ME%202020%20ES%20Financial%20and%20Progress%20Report.pdf,f,Federal share of unliquidated obligations,0
2002,ME,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/ME%202020%20ES%20Financial%20and%20Progress%20Report.pdf,g,Total Federal share,277290
2003,ME,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/ME%202020%20ES%20Financial%20and%20Progress%20Report.pdf,h,Unobligated balance of Federal funds,6366453
1284,NV,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/NV2019%5B101ES%5DFinal.pdf,i,Total recipient share required,213886
2005,ME,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/ME%202020%20ES%20Financial%20and%20Progress%20Report.pdf,j,Recipient share of expenditures,0
2006,ME,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/ME%202020%20ES%20Financial%20and%20Progress%20Report.pdf,k,Remaining recipient share to be provided,859102
2007,ME,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/ME%202020%20ES%20Financial%20and%20Progress%20Report.pdf,l,Total Federal share of program income earned,105859
2008,ME,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/ME%202020%20ES%20Financial%20and%20Progress%20Report.pdf,m,Program income expended in accordance with the deduction alternative,0
2009,ME,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/ME%202020%20ES%20Financial%20and%20Progress%20Report.pdf,n,Program income expended in accordance with the addition alternative,0.01
2010,ME,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/ME%202020%20ES%20Financial%20and%20Progress%20Report.pdf,o,Unexpended program income,105859.99
2011,MI,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MI%202020%20ES%20Financial%20and%20Progress%20Report.pdf,a,Cash Receipts,22760697
2012,MI,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MI%202020%20ES%20Financial%20and%20Progress%20Report.pdf,b,Cash Disbursements,2261253.99
2013,MI,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MI%202020%20ES%20Financial%20and%20Progress%20Report.pdf,c,Cash on Hand,20499443.01
2014,MI,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MI%202020%20ES%20Financial%20and%20Progress%20Report.pdf,d,Total Federal funds authorized,22760697
2015,MI,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MI%202020%20ES%20Financial%20and%20Progress%20Report.pdf,e,Federal share of expenditures,2261253.99
2016,MI,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MI%202020%20ES%20Financial%20and%20Progress%20Report.pdf,f,Federal share of unliquidated obligations,180394.09
2017,MI,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MI%202020%20ES%20Financial%20and%20Progress%20Report.pdf,g,Total Federal share,2441648.08
2018,MI,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MI%202020%20ES%20Financial%20and%20Progress%20Report.pdf,h,Unobligated balance of Federal funds,20319048.92
2139,NV,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/NV%202020%20ES%20Financial%20and%20Progress%20Report.pdf,i,Total recipient share required,1174999
2020,MI,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MI%202020%20ES%20Financial%20and%20Progress%20Report.pdf,j,Recipient share of expenditures,542102.85
2021,MI,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MI%202020%20ES%20Financial%20and%20Progress%20Report.pdf,k,Remaining recipient share to be provided,2424946.31
2022,MI,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MI%202020%20ES%20Financial%20and%20Progress%20Report.pdf,l,Total Federal share of program income earned,463879.01
2023,MI,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MI%202020%20ES%20Financial%20and%20Progress%20Report.pdf,m,Program income expended in accordance with the deduction alternative,0
2024,MI,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MI%202020%20ES%20Financial%20and%20Progress%20Report.pdf,n,Program income expended in accordance with the addition alternative,0
2025,MI,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MI%202020%20ES%20Financial%20and%20Progress%20Report.pdf,o,Unexpended program income,463879.01
2026,MN,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MN%202020%20ES%20Financial%20and%20Progress%20Report.pdf,a,Cash Receipts,14014282
2027,MN,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MN%202020%20ES%20Financial%20and%20Progress%20Report.pdf,b,Cash Disbursements,1101579.25
2028,MN,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MN%202020%20ES%20Financial%20and%20Progress%20Report.pdf,c,Cash on Hand,12912702.75
2029,MN,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MN%202020%20ES%20Financial%20and%20Progress%20Report.pdf,d,Total Federal funds authorized,14014282
2030,MN,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MN%202020%20ES%20Financial%20and%20Progress%20Report.pdf,e,Federal share of expenditures,1101579.25
2031,MN,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MN%202020%20ES%20Financial%20and%20Progress%20Report.pdf,f,Federal share of unliquidated obligations,0
2032,MN,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MN%202020%20ES%20Financial%20and%20Progress%20Report.pdf,g,Total Federal share,1101579.25
2033,MN,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MN%202020%20ES%20Financial%20and%20Progress%20Report.pdf,h,Unobligated balance of Federal funds,12912702.75
2844,NV,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/NV_2021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,i,Total recipient share required,1174999
2035,MN,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MN%202020%20ES%20Financial%20and%20Progress%20Report.pdf,j,Recipient share of expenditures,167712.87
2036,MN,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MN%202020%20ES%20Financial%20and%20Progress%20Report.pdf,k,Remaining recipient share to be provided,1652321.09
2037,MN,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MN%202020%20ES%20Financial%20and%20Progress%20Report.pdf,l,Total Federal share of program income earned,331461.54
2038,MN,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MN%202020%20ES%20Financial%20and%20Progress%20Report.pdf,m,Program income expended in accordance with the deduction alternative,0
2039,MN,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MN%202020%20ES%20Financial%20and%20Progress%20Report.pdf,n,Program income expended in accordance with the addition alternative,0
2040,MN,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MN%202020%20ES%20Financial%20and%20Progress%20Report.pdf,o,Unexpended program income,331461.54
2041,MO,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MO%202020%20ES%20Financial%20and%20Progress%20Report.pdf,a,Cash Receipts,15365191
2042,MO,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MO%202020%20ES%20Financial%20and%20Progress%20Report.pdf,b,Cash Disbursements,2338863.92
2043,MO,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MO%202020%20ES%20Financial%20and%20Progress%20Report.pdf,c,Cash on Hand,13026327.08
2044,MO,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MO%202020%20ES%20Financial%20and%20Progress%20Report.pdf,d,Total Federal funds authorized,15365191
2045,MO,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MO%202020%20ES%20Financial%20and%20Progress%20Report.pdf,e,Federal share of expenditures,2338863.92
2046,MO,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MO%202020%20ES%20Financial%20and%20Progress%20Report.pdf,f,Federal share of unliquidated obligations,210405.2
2047,MO,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MO%202020%20ES%20Financial%20and%20Progress%20Report.pdf,g,Total Federal share,2549269.12
2048,MO,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MO%202020%20ES%20Financial%20and%20Progress%20Report.pdf,h,Unobligated balance of Federal funds,12815921.88
519,NY,2018,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/NY2018%5B101ES%5D.pdf,i,Total recipient share required,974182
2050,MO,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MO%202020%20ES%20Financial%20and%20Progress%20Report.pdf,j,Recipient share of expenditures,1001976.83
2051,MO,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MO%202020%20ES%20Financial%20and%20Progress%20Report.pdf,k,Remaining recipient share to be provided,986467.17
2052,MO,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MO%202020%20ES%20Financial%20and%20Progress%20Report.pdf,l,Total Federal share of program income earned,310917.61
2053,MO,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MO%202020%20ES%20Financial%20and%20Progress%20Report.pdf,m,Program income expended in accordance with the deduction alternative,0
2054,MO,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MO%202020%20ES%20Financial%20and%20Progress%20Report.pdf,n,Program income expended in accordance with the addition alternative,0.01
2055,MO,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MO%202020%20ES%20Financial%20and%20Progress%20Report.pdf,o,Unexpended program income,310917.6
2056,MS,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MS%202020%20ES%20Financial%20and%20Progress%20Report.pdf,a,Cash Receipts,9521137
2057,MS,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MS%202020%20ES%20Financial%20and%20Progress%20Report.pdf,b,Cash Disbursements,2000814
2058,MS,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MS%202020%20ES%20Financial%20and%20Progress%20Report.pdf,c,Cash on Hand,7520323
2059,MS,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MS%202020%20ES%20Financial%20and%20Progress%20Report.pdf,d,Total Federal funds authorized,9521137
2060,MS,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MS%202020%20ES%20Financial%20and%20Progress%20Report.pdf,e,Federal share of expenditures,2000814
2061,MS,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MS%202020%20ES%20Financial%20and%20Progress%20Report.pdf,f,Federal share of unliquidated obligations,6520086
2062,MS,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MS%202020%20ES%20Financial%20and%20Progress%20Report.pdf,g,Total Federal share,8520900
2063,MS,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MS%202020%20ES%20Financial%20and%20Progress%20Report.pdf,h,Unobligated balance of Federal funds,1000237
1344,NY,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/NY2019101ESFFR.pdf,i,Total recipient share required,974182
2065,MS,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MS%202020%20ES%20Financial%20and%20Progress%20Report.pdf,j,Recipient share of expenditures,43347.12
2066,MS,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MS%202020%20ES%20Financial%20and%20Progress%20Report.pdf,k,Remaining recipient share to be provided,1189580.88
2067,MS,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MS%202020%20ES%20Financial%20and%20Progress%20Report.pdf,l,Total Federal share of program income earned,160975
2068,MS,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MS%202020%20ES%20Financial%20and%20Progress%20Report.pdf,m,Program income expended in accordance with the deduction alternative,0
2069,MS,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MS%202020%20ES%20Financial%20and%20Progress%20Report.pdf,n,Program income expended in accordance with the addition alternative,107601
2070,MS,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MS%202020%20ES%20Financial%20and%20Progress%20Report.pdf,o,Unexpended program income,53374
2071,MT,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MT%202020%20ES%20Financial%20and%20Progress%20Reports.pdf,a,Cash Receipts,6133535
2072,MT,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MT%202020%20ES%20Financial%20and%20Progress%20Reports.pdf,b,Cash Disbursements,2315202
2073,MT,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MT%202020%20ES%20Financial%20and%20Progress%20Reports.pdf,c,Cash on Hand,3818333
2074,MT,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MT%202020%20ES%20Financial%20and%20Progress%20Reports.pdf,d,Total Federal funds authorized,6133535
2075,MT,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MT%202020%20ES%20Financial%20and%20Progress%20Reports.pdf,e,Federal share of expenditures,2315202
2076,MT,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MT%202020%20ES%20Financial%20and%20Progress%20Reports.pdf,f,Federal share of unliquidated obligations,0
2077,MT,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MT%202020%20ES%20Financial%20and%20Progress%20Reports.pdf,g,Total Federal share,2315202
2078,MT,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MT%202020%20ES%20Financial%20and%20Progress%20Reports.pdf,h,Unobligated balance of Federal funds,3818333
2154,NY,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/NY%202020%20ES%20Financial%20and%20Progress%20Report.pdf,i,Total recipient share required,5363824
2080,MT,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MT%202020%20ES%20Financial%20and%20Progress%20Reports.pdf,j,Recipient share of expenditures,772385
2081,MT,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MT%202020%20ES%20Financial%20and%20Progress%20Reports.pdf,k,Remaining recipient share to be provided,5458.45
2082,MT,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MT%202020%20ES%20Financial%20and%20Progress%20Reports.pdf,l,Total Federal share of program income earned,127483.1
2083,MT,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MT%202020%20ES%20Financial%20and%20Progress%20Reports.pdf,m,Program income expended in accordance with the deduction alternative,0
2084,MT,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MT%202020%20ES%20Financial%20and%20Progress%20Reports.pdf,n,Program income expended in accordance with the addition alternative,0
2085,MT,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MT%202020%20ES%20Financial%20and%20Progress%20Reports.pdf,o,Unexpended program income,127483.1
2086,ND,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/ND%202020%20ES%20Financial%20and%20Progress%20Report.pdf,a,Cash Receipts,6.00E+06
2087,ND,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/ND%202020%20ES%20Financial%20and%20Progress%20Report.pdf,b,Cash Disbursements,0
2088,ND,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/ND%202020%20ES%20Financial%20and%20Progress%20Report.pdf,c,Cash on Hand,6.00E+06
2089,ND,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/ND%202020%20ES%20Financial%20and%20Progress%20Report.pdf,d,Total Federal funds authorized,6000000
2090,ND,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/ND%202020%20ES%20Financial%20and%20Progress%20Report.pdf,e,Federal share of expenditures,0
2091,ND,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/ND%202020%20ES%20Financial%20and%20Progress%20Report.pdf,f,Federal share of unliquidated obligations,0
2092,ND,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/ND%202020%20ES%20Financial%20and%20Progress%20Report.pdf,g,Total Federal share,0
2093,ND,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/ND%202020%20ES%20Financial%20and%20Progress%20Report.pdf,h,Unobligated balance of Federal funds,6.00E+06
2889,NY,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/NY_2021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,i,Total recipient share required,5363824
2095,ND,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/ND%202020%20ES%20Financial%20and%20Progress%20Report.pdf,j,Recipient share of expenditures,0
2096,ND,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/ND%202020%20ES%20Financial%20and%20Progress%20Report.pdf,k,Remaining recipient share to be provided,750383
2097,ND,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/ND%202020%20ES%20Financial%20and%20Progress%20Report.pdf,l,Total Federal share of program income earned,21606.02
2098,ND,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/ND%202020%20ES%20Financial%20and%20Progress%20Report.pdf,m,Program income expended in accordance with the deduction alternative,0
2099,ND,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/ND%202020%20ES%20Financial%20and%20Progress%20Report.pdf,n,Program income expended in accordance with the addition alternative,0.01
2100,ND,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/ND%202020%20ES%20Financial%20and%20Progress%20Report.pdf,o,Unexpended program income,21606.01
2101,NE,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/NE%202020%20ES%20Financial%20and%20Progress%20Report.pdf,a,Cash Receipts,7422268
2102,NE,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/NE%202020%20ES%20Financial%20and%20Progress%20Report.pdf,b,Cash Disbursements,1534553.36
2103,NE,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/NE%202020%20ES%20Financial%20and%20Progress%20Report.pdf,c,Cash on Hand,5887714.64
2104,NE,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/NE%202020%20ES%20Financial%20and%20Progress%20Report.pdf,d,Total Federal funds authorized,7422268
2105,NE,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/NE%202020%20ES%20Financial%20and%20Progress%20Report.pdf,e,Federal share of expenditures,1534553.36
2106,NE,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/NE%202020%20ES%20Financial%20and%20Progress%20Report.pdf,f,Federal share of unliquidated obligations,0
2107,NE,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/NE%202020%20ES%20Financial%20and%20Progress%20Report.pdf,g,Total Federal share,1534553.36
