Year,State,Government_Function,Full_Time_Employment,Full_Time_Payroll
2020,MI,Education - Elementary and Secondary Total,0,0
2020,MI,Education - Elementary and Secondary Instructional,0,0
2020,MI,Education - Elementary and Secondary Other,0,0
2020,MI,Education - Higher Education Total,56749,403236878
2020,MI,Education - Higher Education Instructional,17635,189965584
2020,MI,Education - Higher Education Other,39114,213271294
2020,MI,Education - Other,544,3939361
2020,MI,Libraries,0,0
2020,MI,State liquor stores,0,0
2020,MI,All other and unallocable,4479,25813548
2020,MN,Total - All Government Employment Functions,72034,471314945
2020,MN,Financial Administration,5204,37219014
2020,MN,Other Government Administration,1006,6421362
2020,MN,Judicial and Legal,4002,24781655
2020,MN,Police Protection Total,1037,5984120
2020,MN,Police Protection - Persons with Power of Arrest,589,3980356
2020,MN,Police Protection - Other,448,2003764
2020,MN,Fire Protection Total,0,0
2020,MN,Fire Protection - Firefighters,0,0
2020,MN,Fire Protection - Other,0,0
2020,MN,Corrections,4153,23344716
2020,MN,Highways,4983,28363939
2020,MN,Air Transportation,0,0
2020,MN,Sea and Inland Port Facilities,0,0
2020,MN,Public Welfare,2111,12158059
2020,MN,Health,3241,20146736
2020,MN,Hospitals,4136,24744282
2020,MN,Social Insurance Administration,925,5158162
2020,MN,Solid Waste Management,0,0
2020,MN,Sewerage,609,4610009
2020,MN,Parks and Recreation,535,3046495
2020,MN,Housing and Community Development,0,0
2020,MN,Natural Resources,2842,16928227
2020,MN,Water Supply,0,0
2020,MN,Electric Power,0,0
2020,MN,Gas Supply,0,0
2020,MN,Transit,2721,17272007
2020,MN,Education Total,31058,220069425
2020,MN,Education - Elementary and Secondary Total,0,0
2020,MN,Education - Elementary and Secondary Instructional,0,0
2020,MN,Education - Elementary and Secondary Other,0,0
2020,MN,Education - Higher Education Total,29506,209312433
2020,MN,Education - Higher Education Instructional,12002,92931425
2020,MN,Education - Higher Education Other,17504,116381008
2020,MN,Education - Other,1552,10756992
2020,MN,Libraries,0,0
2020,MN,State liquor stores,0,0
2020,MN,All other and unallocable,3471,21066737
2020,MS,Total - All Government Employment Functions,49722,225459733
2020,MS,Financial Administration,1324,5745576
2020,MS,Other Government Administration,370,1843730
2020,MS,Judicial and Legal,473,2745111
2020,MS,Police Protection Total,1178,4950531
2020,MS,Police Protection - Persons with Power of Arrest,529,2334147
2020,MS,Police Protection - Other,649,2616384
2020,MS,Fire Protection Total,0,0
2020,MS,Fire Protection - Firefighters,0,0
2020,MS,Fire Protection - Other,0,0
2020,MS,Corrections,2056,6071476
2020,MS,Highways,3011,10273994
2020,MS,Air Transportation,0,0
2020,MS,Sea and Inland Port Facilities,62,377233
2020,MS,Public Welfare,4103,12770908
2020,MS,Health,2747,10767178
2020,MS,Hospitals,12582,51263274
2020,MS,Social Insurance Administration,535,2013792
2020,MS,Solid Waste Management,0,0
2020,MS,Sewerage,0,0
2020,MS,Parks and Recreation,345,1135562
2020,MS,Housing and Community Development,0,0
2020,MS,Natural Resources,2550,9391495
2020,MS,Water Supply,90,265977
2020,MS,Electric Power,0,0
2020,MS,Gas Supply,0,0
2020,MS,Transit,0,0
2020,MS,Education Total,15878,96745561
2020,MS,Education - Elementary and Secondary Total,563,1626357
2020,MS,Education - Elementary and Secondary Instructional,373,1199160
2020,MS,Education - Elementary and Secondary Other,190,427197
2020,MS,Education - Higher Education Total,14099,90588994
2020,MS,Education - Higher Education Instructional,4565,42183015
2020,MS,Education - Higher Education Other,9534,48405979
2020,MS,Education - Other,1216,4530210
2020,MS,Libraries,43,141753
2020,MS,State liquor stores,90,240205
2020,MS,All other and unallocable,2285,8716377
2020,MO,Total - All Government Employment Functions,74250,326519237
2020,MO,Financial Administration,2680,11328696
2020,MO,Other Government Administration,705,2951707
2020,MO,Judicial and Legal,3901,17728890
2020,MO,Police Protection Total,2315,11383724
2020,MO,Police Protection - Persons with Power of Arrest,1218,7118992
2020,MO,Police Protection - Other,1097,4264732
2020,MO,Fire Protection Total,0,0
2020,MO,Fire Protection - Firefighters,0,0
2020,MO,Fire Protection - Other,0,0
2020,MO,Corrections,10620,32213761
2020,MO,Highways,5273,19193604
2020,MO,Air Transportation,0,0
2020,MO,Sea and Inland Port Facilities,0,0
2020,MO,Public Welfare,6011,20139635
2020,MO,Health,2620,10506207
2020,MO,Hospitals,10255,41476213
2020,MO,Social Insurance Administration,385,1334372
2020,MO,Solid Waste Management,0,0
2020,MO,Sewerage,0,0
2020,MO,Parks and Recreation,504,1736652
2020,MO,Housing and Community Development,0,0
2020,MO,Natural Resources,1908,7601846
2020,MO,Water Supply,0,0
2020,MO,Electric Power,0,0
2020,MO,Gas Supply,0,0
2020,MO,Transit,0,0
2020,MO,Education Total,23513,134524778
2020,MO,Education - Elementary and Secondary Total,0,0
2020,MO,Education - Elementary and Secondary Instructional,0,0
2020,MO,Education - Elementary and Secondary Other,0,0
2020,MO,Education - Higher Education Total,22212,129528834
2020,MO,Education - Higher Education Instructional,8338,65411960
2020,MO,Education - Higher Education Other,13874,64116874
2020,MO,Education - Other,1301,4995944
2020,MO,Libraries,0,0
2020,MO,State liquor stores,0,0
2020,MO,All other and unallocable,3560,14399152
2020,MT,Total - All Government Employment Functions,19678,88959360
2020,MT,Financial Administration,1001,4625616
2020,MT,Other Government Administration,224,1352286
2020,MT,Judicial and Legal,884,4894824
2020,MT,Police Protection Total,452,2426362
2020,MT,Police Protection - Persons with Power of Arrest,232,1309765
2020,MT,Police Protection - Other,220,1116597
2020,MT,Fire Protection Total,0,0
2020,MT,Fire Protection - Firefighters,0,0
2020,MT,Fire Protection - Other,0,0
2020,MT,Corrections,1195,5101601
2020,MT,Highways,1896,10030665
2020,MT,Air Transportation,0,0
2020,MT,Sea and Inland Port Facilities,0,0
2020,MT,Public Welfare,1439,6567570
2020,MT,Health,668,3526143
2020,MT,Hospitals,543,2212465
2020,MT,Social Insurance Administration,628,3337764
2020,MT,Solid Waste Management,0,0
2020,MT,Sewerage,0,0
2020,MT,Parks and Recreation,124,554256
2020,MT,Housing and Community Development,70,335294
2020,MT,Natural Resources,1291,6436123
2020,MT,Water Supply,0,0
2020,MT,Electric Power,0,0
2020,MT,Gas Supply,0,0
2020,MT,Transit,0,0
2020,MT,Education Total,8128,31229823
2020,MT,Education - Elementary and Secondary Total,0,0
2020,MT,Education - Elementary and Secondary Instructional,0,0
2020,MT,Education - Elementary and Secondary Other,0,0
2020,MT,Education - Higher Education Total,7752,29186900
2020,MT,Education - Higher Education Instructional,2341,12796625
2020,MT,Education - Higher Education Other,5411,16390275
2020,MT,Education - Other,376,2042923
2020,MT,Libraries,0,0
2020,MT,State liquor stores,29,145493
2020,MT,All other and unallocable,1106,6183075
2020,NE,Total - All Government Employment Functions,30030,154161232
2020,NE,Financial Administration,705,3088149
2020,NE,Other Government Administration,288,1269879
2020,NE,Judicial and Legal,796,4795717
2020,NE,Police Protection Total,753,4073826
2020,NE,Police Protection - Persons with Power of Arrest,431,2863798
2020,NE,Police Protection - Other,322,1210028
2020,NE,Fire Protection Total,0,0
2020,NE,Fire Protection - Firefighters,0,0
2020,NE,Fire Protection - Other,0,0
2020,NE,Corrections,3268,14589936
2020,NE,Highways,2010,8930775
2020,NE,Air Transportation,13,69551
2020,NE,Sea and Inland Port Facilities,0,0
2020,NE,Public Welfare,2426,8990236
2020,NE,Health,490,2482316
2020,NE,Hospitals,1917,8562458
2020,NE,Social Insurance Administration,219,977940
2020,NE,Solid Waste Management,0,0
2020,NE,Sewerage,0,0
2020,NE,Parks and Recreation,255,1004661
2020,NE,Housing and Community Development,0,0
2020,NE,Natural Resources,772,3281855
2020,NE,Water Supply,0,0
2020,NE,Electric Power,0,0
2020,NE,Gas Supply,0,0
2020,NE,Transit,0,0
2020,NE,Education Total,14243,83558873
2020,NE,Education - Elementary and Secondary Total,0,0
2020,NE,Education - Elementary and Secondary Instructional,0,0
2020,NE,Education - Elementary and Secondary Other,0,0
2020,NE,Education - Higher Education Total,13610,80623491
2020,NE,Education - Higher Education Instructional,4590,34430865
2020,NE,Education - Higher Education Other,9020,46192626
2020,NE,Education - Other,633,2935382
2020,NE,Libraries,0,0
2020,NE,State liquor stores,0,0
2020,NE,All other and unallocable,1875,8485060
2020,NV,Total - All Government Employment Functions,26783,157524809
2020,NV,Financial Administration,1631,7554368
2020,NV,Other Government Administration,1204,6502549
2020,NV,Judicial and Legal,700,5444898
2020,NV,Police Protection Total,807,5732872
2020,NV,Police Protection - Persons with Power of Arrest,441,3772388
2020,NV,Police Protection - Other,366,1960484
2020,NV,Fire Protection Total,0,0
2020,NV,Fire Protection - Firefighters,0,0
2020,NV,Fire Protection - Other,0,0
2020,NV,Corrections,3601,19134130
2020,NV,Highways,1754,9258484
2020,NV,Air Transportation,0,0
2020,NV,Sea and Inland Port Facilities,0,0
2020,NV,Public Welfare,2518,11204098
2020,NV,Health,1526,8109540
2020,NV,Hospitals,1387,7490619
2020,NV,Social Insurance Administration,414,1926812
2020,NV,Solid Waste Management,0,0
2020,NV,Sewerage,0,0
2020,NV,Parks and Recreation,215,927611
2020,NV,Housing and Community Development,0,0
2020,NV,Natural Resources,866,4718090
2020,NV,Water Supply,17,127447
2020,NV,Electric Power,17,127447
2020,NV,Gas Supply,0,0
2020,NV,Transit,0,0
2020,NV,Education Total,8032,57417904
2020,NV,Education - Elementary and Secondary Total,0,0
2020,NV,Education - Elementary and Secondary Instructional,0,0
2020,NV,Education - Elementary and Secondary Other,0,0
2020,NV,Education - Higher Education Total,7861,56410349
2020,NV,Education - Higher Education Instructional,2311,23629446
2020,NV,Education - Higher Education Other,5550,32780903
2020,NV,Education - Other,171,1007555
2020,NV,Libraries,0,0
2020,NV,State liquor stores,0,0
2020,NV,All other and unallocable,2094,11847940
2020,NH,Total - All Government Employment Functions,14972,86660722
2020,NH,Financial Administration,857,4765706
2020,NH,Other Government Administration,254,1428546
2020,NH,Judicial and Legal,740,4144061
2020,NH,Police Protection Total,507,3141925
2020,NH,Police Protection - Persons with Power of Arrest,338,2356444
2020,NH,Police Protection - Other,169,785481
2020,NH,Fire Protection Total,0,0
2020,NH,Fire Protection - Firefighters,0,0
2020,NH,Fire Protection - Other,0,0
2020,NH,Corrections,956,6239910
2020,NH,Highways,1495,6865298
2020,NH,Air Transportation,30,136314
2020,NH,Sea and Inland Port Facilities,5,27101
2020,NH,Public Welfare,1927,9234065
2020,NH,Health,768,4392903
2020,NH,Hospitals,527,2700680
2020,NH,Social Insurance Administration,233,1067112
2020,NH,Solid Waste Management,0,0
2020,NH,Sewerage,0,0
2020,NH,Parks and Recreation,210,792119
2020,NH,Housing and Community Development,0,0
2020,NH,Natural Resources,358,1955825
2020,NH,Water Supply,0,0
2020,NH,Electric Power,0,0
2020,NH,Gas Supply,0,0
2020,NH,Transit,0,0
2020,NH,Education Total,4557,31681125
2020,NH,Education - Elementary and Secondary Total,0,0
2020,NH,Education - Elementary and Secondary Instructional,0,0
2020,NH,Education - Elementary and Secondary Other,0,0
2020,NH,Education - Higher Education Total,4328,30542490
2020,NH,Education - Higher Education Instructional,1587,14187188
2020,NH,Education - Higher Education Other,2741,16355302
2020,NH,Education - Other,229,1138635
2020,NH,Libraries,0,0
2020,NH,State liquor stores,334,1539374
2020,NH,All other and unallocable,1214,6548658
2020,NJ,Total - All Government Employment Functions,132732,862040728
2020,NJ,Financial Administration,5241,29977068
2020,NJ,Other Government Administration,1079,7326190
2020,NJ,Judicial and Legal,12774,83798580
2020,NJ,Police Protection Total,4176,32263385
2020,NJ,Police Protection - Persons with Power of Arrest,2787,24987331
2020,NJ,Police Protection - Other,1389,7276054
2020,NJ,Fire Protection Total,0,0
2020,NJ,Fire Protection - Firefighters,0,0
2020,NJ,Fire Protection - Other,0,0
2020,NJ,Corrections,8356,51679701
2020,NJ,Highways,5601,33321845
2020,NJ,Air Transportation,0,0
2020,NJ,Sea and Inland Port Facilities,105,553571
2020,NJ,Public Welfare,8951,55913858
2020,NJ,Health,3589,20072933
2020,NJ,Hospitals,13188,66054833
2020,NJ,Social Insurance Administration,1239,7156972
2020,NJ,Solid Waste Management,445,3102467
2020,NJ,Sewerage,0,0
2020,NJ,Parks and Recreation,740,4453440
2020,NJ,Housing and Community Development,0,0
2020,NJ,Natural Resources,1891,13619383
2020,NJ,Water Supply,115,680735
2020,NJ,Electric Power,0,0
2020,NJ,Gas Supply,0,0
2020,NJ,Transit,10713,72504140
2020,NJ,Education Total,49294,343978891
2020,NJ,Education - Elementary and Secondary Total,13555,95679006
2020,NJ,Education - Elementary and Secondary Instructional,9704,76921701
2020,NJ,Education - Elementary and Secondary Other,3851,18757305
2020,NJ,Education - Higher Education Total,33617,233871961
2020,NJ,Education - Higher Education Instructional,9096,98529847
2020,NJ,Education - Higher Education Other,24521,135342114
2020,NJ,Education - Other,2122,14427924
2020,NJ,Libraries,0,0
2020,NJ,State liquor stores,0,0
2020,NJ,All other and unallocable,5235,35582736
2020,NM,Total - All Government Employment Functions,41482,215280482
2020,NM,Financial Administration,1629,7920115
2020,NM,Other Government Administration,189,1161149
2020,NM,Judicial and Legal,3437,17497877
2020,NM,Police Protection Total,546,2971199
2020,NM,Police Protection - Persons with Power of Arrest,423,2511558
2020,NM,Police Protection - Other,123,459641
2020,NM,Fire Protection Total,0,0
2020,NM,Fire Protection - Firefighters,0,0
2020,NM,Fire Protection - Other,0,0
2020,NM,Corrections,3721,15458569
2020,NM,Highways,2219,9099074
2020,NM,Air Transportation,3,13695
2020,NM,Sea and Inland Port Facilities,0,0
2020,NM,Public Welfare,1903,7870823
2020,NM,Health,2278,10931579
2020,NM,Hospitals,7567,39360598
2020,NM,Social Insurance Administration,299,938833
2020,NM,Solid Waste Management,0,0
2020,NM,Sewerage,0,0
2020,NM,Parks and Recreation,617,2467930
2020,NM,Housing and Community Development,39,115322
2020,NM,Natural Resources,903,4473290
2020,NM,Water Supply,0,0
2020,NM,Electric Power,0,0
2020,NM,Gas Supply,0,0
2020,NM,Transit,0,0
2020,NM,Education Total,14361,86358616
2020,NM,Education - Elementary and Secondary Total,0,0
2020,NM,Education - Elementary and Secondary Instructional,0,0
2020,NM,Education - Elementary and Secondary Other,0,0
2020,NM,Education - Higher Education Total,13400,81611311
2020,NM,Education - Higher Education Instructional,3860,39335810
2020,NM,Education - Higher Education Other,9540,42275501
2020,NM,Education - Other,961,4747305
2020,NM,Libraries,0,0
2020,NM,State liquor stores,0,0
2020,NM,All other and unallocable,1771,8641813
2020,NY,Total - All Government Employment Functions,239842,1535430437
2020,NY,Financial Administration,15881,100975573
2020,NY,Other Government Administration,4328,21113646
2020,NY,Judicial and Legal,19618,158581257
2020,NY,Police Protection Total,6248,59456691
2020,NY,Police Protection - Persons with Power of Arrest,5089,53120674
2020,NY,Police Protection - Other,1159,6336017
2020,NY,Fire Protection Total,0,0
2020,NY,Fire Protection - Firefighters,0,0
2020,NY,Fire Protection - Other,0,0
2020,NY,Corrections,32817,195077280
2020,NY,Highways,10123,58348763
2020,NY,Air Transportation,165,929573
2020,NY,Sea and Inland Port Facilities,541,3333168
2020,NY,Public Welfare,4762,26552702
2020,NY,Health,8489,52142935
2020,NY,Hospitals,43658,240296856
2020,NY,Social Insurance Administration,6822,42122622
2020,NY,Solid Waste Management,0,0
2020,NY,Sewerage,0,0
2020,NY,Parks and Recreation,2949,12969618
2020,NY,Housing and Community Development,0,0
2020,NY,Natural Resources,2997,18140104
2020,NY,Water Supply,0,0
2020,NY,Electric Power,1888,20235905
2020,NY,Gas Supply,0,0
2020,NY,Transit,16040,143148066
2020,NY,Education Total,51559,308228420
2020,NY,Education - Elementary and Secondary Total,0,0
2020,NY,Education - Elementary and Secondary Instructional,0,0
2020,NY,Education - Elementary and Secondary Other,0,0
2020,NY,Education - Higher Education Total,47931,286160945
2020,NY,Education - Higher Education Instructional,16437,127598585
2020,NY,Education - Higher Education Other,31494,158562360
2020,NY,Education - Other,3628,22067475
2020,NY,Libraries,0,0
2020,NY,State liquor stores,0,0
2020,NY,All other and unallocable,10957,73777258
2020,NC,Total - All Government Employment Functions,133987,733106483
2020,NC,Financial Administration,3904,23413730
2020,NC,Other Government Administration,1048,5290011
2020,NC,Judicial and Legal,6726,36717835
2020,NC,Police Protection Total,5865,33670997
2020,NC,Police Protection - Persons with Power of Arrest,4604,28885515
2020,NC,Police Protection - Other,1261,4785482
2020,NC,Fire Protection Total,0,0
2020,NC,Fire Protection - Firefighters,0,0
2020,NC,Fire Protection - Other,0,0
2020,NC,Corrections,18406,75634130
2020,NC,Highways,8049,40329414
2020,NC,Air Transportation,0,0
2020,NC,Sea and Inland Port Facilities,174,1116217
2020,NC,Public Welfare,1104,4757707
2020,NC,Health,1950,8002120
2020,NC,Hospitals,21958,117198904
2020,NC,Social Insurance Administration,973,5105870
2020,NC,Solid Waste Management,261,819749
2020,NC,Sewerage,0,0
2020,NC,Parks and Recreation,1121,4681766
2020,NC,Housing and Community Development,0,0
2020,NC,Natural Resources,3831,16015093
2020,NC,Water Supply,0,0
2020,NC,Electric Power,0,0
2020,NC,Gas Supply,0,0
2020,NC,Transit,0,0
2020,NC,Education Total,53330,333836691
2020,NC,Education - Elementary and Secondary Total,0,0
2020,NC,Education - Elementary and Secondary Instructional,0,0
2020,NC,Education - Elementary and Secondary Other,0,0
2020,NC,Education - Higher Education Total,50391,318778630
2020,NC,Education - Higher Education Instructional,13341,106344090
2020,NC,Education - Higher Education Other,37050,212434540
2020,NC,Education - Other,2939,15058061
2020,NC,Libraries,0,0
2020,NC,State liquor stores,0,0
2020,NC,All other and unallocable,5287,26516249
2020,ND,Total - All Government Employment Functions,15395,81976562
2020,ND,Financial Administration,598,2980781
2020,ND,Other Government Administration,186,1001522
2020,ND,Judicial and Legal,643,4003138
2020,ND,Police Protection Total,186,1155988
2020,ND,Police Protection - Persons with Power of Arrest,149,1013949
2020,ND,Police Protection - Other,37,142039
2020,ND,Fire Protection Total,0,0
2020,ND,Fire Protection - Firefighters,0,0
2020,ND,Fire Protection - Other,0,0
2020,ND,Corrections,922,4184454
2020,ND,Highways,893,4971870
2020,ND,Air Transportation,0,0
2020,ND,Sea and Inland Port Facilities,0,0
2020,ND,Public Welfare,535,2644358
2020,ND,Health,1446,7010806
2020,ND,Hospitals,809,3574845
2020,ND,Social Insurance Administration,159,772241
2020,ND,Solid Waste Management,0,0
2020,ND,Sewerage,0,0
2020,ND,Parks and Recreation,176,714301
2020,ND,Housing and Community Development,0,0
2020,ND,Natural Resources,1042,5154484
2020,ND,Water Supply,0,0
2020,ND,Electric Power,0,0
2020,ND,Gas Supply,0,0
2020,ND,Transit,0,0
2020,ND,Education Total,6221,34964237
2020,ND,Education - Elementary and Secondary Total,0,0
2020,ND,Education - Elementary and Secondary Instructional,0,0
2020,ND,Education - Elementary and Secondary Other,0,0
2020,ND,Education - Higher Education Total,5943,33554518
2020,ND,Education - Higher Education Instructional,1869,14726268
2020,ND,Education - Higher Education Other,4074,18828250
2020,ND,Education - Other,278,1409719
2020,ND,Libraries,0,0
2020,ND,State liquor stores,0,0
2020,ND,All other and unallocable,1579,8843537
2020,OH,Total - All Government Employment Functions,108521,645378095
2020,OH,Financial Administration,5963,38572104
2020,OH,Other Government Administration,815,4610133
2020,OH,Judicial and Legal,2638,19509165
2020,OH,Police Protection Total,2630,16023781
2020,OH,Police Protection - Persons with Power of Arrest,1446,10094985
2020,OH,Police Protection - Other,1184,5928796
2020,OH,Fire Protection Total,0,0
2020,OH,Fire Protection - Firefighters,0,0
2020,OH,Fire Protection - Other,0,0
2020,OH,Corrections,13305,67908158
2020,OH,Highways,5602,30437560
2020,OH,Air Transportation,0,0
2020,OH,Sea and Inland Port Facilities,0,0
2020,OH,Public Welfare,2436,16191269
2020,OH,Health,2792,17908870
2020,OH,Hospitals,11758,67687786
2020,OH,Social Insurance Administration,1303,7524344
2020,OH,Solid Waste Management,0,0
2020,OH,Sewerage,0,0
2020,OH,Parks and Recreation,386,2034555
2020,OH,Housing and Community Development,0,0
2020,OH,Natural Resources,2284,12366908
2020,OH,Water Supply,0,0
2020,OH,Electric Power,0,0
2020,OH,Gas Supply,0,0
2020,OH,Transit,0,0
2020,OH,Education Total,52372,317632623
2020,OH,Education - Elementary and Secondary Total,0,0
2020,OH,Education - Elementary and Secondary Instructional,0,0
2020,OH,Education - Elementary and Secondary Other,0,0
2020,OH,Education - Higher Education Total,50229,304909727
2020,OH,Education - Higher Education Instructional,16682,139489897
2020,OH,Education - Higher Education Other,33547,165419830
2020,OH,Education - Other,2143,12722896
2020,OH,Libraries,0,0
2020,OH,State liquor stores,0,0
2020,OH,All other and unallocable,4237,26970839
2020,OK,Total - All Government Employment Functions,57109,290951744
2020,OK,Financial Administration,2229,10597239
2020,OK,Other Government Administration,463,1981571
2020,OK,Judicial and Legal,2493,12931585
2020,OK,Police Protection Total,1946,10076591
2020,OK,Police Protection - Persons with Power of Arrest,966,5767810
2020,OK,Police Protection - Other,980,4308781
2020,OK,Fire Protection Total,0,0
2020,OK,Fire Protection - Firefighters,0,0
2020,OK,Fire Protection - Other,0,0
2020,OK,Corrections,4910,17309665
2020,OK,Highways,2919,12699592
2020,OK,Air Transportation,10,46720
2020,OK,Sea and Inland Port Facilities,0,0
2020,OK,Public Welfare,6648,25790012
2020,OK,Health,4887,29359412
2020,OK,Hospitals,1159,5274577
2020,OK,Social Insurance Administration,683,4252555
2020,OK,Solid Waste Management,79,415294
2020,OK,Sewerage,0,0
2020,OK,Parks and Recreation,535,1859170
2020,OK,Housing and Community Development,0,0
2020,OK,Natural Resources,1520,6041867
2020,OK,Water Supply,0,0
2020,OK,Electric Power,617,4207808
2020,OK,Gas Supply,0,0
2020,OK,Transit,0,0
2020,OK,Education Total,23685,138310331
2020,OK,Education - Elementary and Secondary Total,0,0
2020,OK,Education - Elementary and Secondary Instructional,0,0
2020,OK,Education - Elementary and Secondary Other,0,0
2020,OK,Education - Higher Education Total,22044,131203281
2020,OK,Education - Higher Education Instructional,7058,64222596
2020,OK,Education - Higher Education Other,14986,66980685
2020,OK,Education - Other,1641,7107050
2020,OK,Libraries,0,0
2020,OK,State liquor stores,0,0
2020,OK,All other and unallocable,2326,9797755
2020,OR,Total - All Government Employment Functions,67355,400431720
2020,OR,Financial Administration,4165,25437216
2020,OR,Other Government Administration,1024,6892980
2020,OR,Judicial and Legal,3304,22935378
2020,OR,Police Protection Total,1422,10319839
2020,OR,Police Protection - Persons with Power of Arrest,693,5988342
2020,OR,Police Protection - Other,729,4331497
2020,OR,Fire Protection Total,0,0
2020,OR,Fire Protection - Firefighters,0,0
2020,OR,Fire Protection - Other,0,0
2020,OR,Corrections,5286,32032750
2020,OR,Highways,3784,23279491
2020,OR,Air Transportation,13,76471
2020,OR,Sea and Inland Port Facilities,0,0
2020,OR,Public Welfare,9866,27753017
2020,OR,Health,1880,11455263
2020,OR,Hospitals,6967,42020613
2020,OR,Social Insurance Administration,2210,17768917
2020,OR,Solid Waste Management,0,0
2020,OR,Sewerage,0,0
2020,OR,Parks and Recreation,456,2373156
2020,OR,Housing and Community Development,0,0
2020,OR,Natural Resources,2592,14530669
2020,OR,Water Supply,0,0
2020,OR,Electric Power,0,0
2020,OR,Gas Supply,0,0
2020,OR,Transit,0,0
2020,OR,Education Total,22796,153555789
2020,OR,Education - Elementary and Secondary Total,0,0
2020,OR,Education - Elementary and Secondary Instructional,0,0
2020,OR,Education - Elementary and Secondary Other,0,0
2020,OR,Education - Higher Education Total,21834,147547082
2020,OR,Education - Higher Education Instructional,7611,61407989
2020,OR,Education - Higher Education Other,14223,86139093
2020,OR,Education - Other,962,6008707
2020,OR,Libraries,0,0
2020,OR,State liquor stores,226,1456527
2020,OR,All other and unallocable,1364,8543644
2020,PA,Total - All Government Employment Functions,142030,857539460
2020,PA,Financial Administration,5897,30285674
2020,PA,Other Government Administration,3367,18227625
2020,PA,Judicial and Legal,3075,34057038
2020,PA,Police Protection Total,6585,46131323
2020,PA,Police Protection - Persons with Power of Arrest,4580,37033672
2020,PA,Police Protection - Other,2005,9097651
2020,PA,Fire Protection Total,0,0
2020,PA,Fire Protection - Firefighters,0,0
2020,PA,Fire Protection - Other,0,0
2020,PA,Corrections,16878,101570174
2020,PA,Highways,12615,59447765
2020,PA,Air Transportation,25,143797
2020,PA,Sea and Inland Port Facilities,0,0
2020,PA,Public Welfare,11422,50672048
2020,PA,Health,4892,24131588
2020,PA,Hospitals,8063,51690406
2020,PA,Social Insurance Administration,1891,9033730
2020,PA,Solid Waste Management,0,0
2020,PA,Sewerage,0,0
2020,PA,Parks and Recreation,1054,4981408
2020,PA,Housing and Community Development,0,0
2020,PA,Natural Resources,4978,25758487
2020,PA,Water Supply,0,0
2020,PA,Electric Power,0,0
2020,PA,Gas Supply,0,0
2020,PA,Transit,0,0
2020,PA,Education Total,53394,361654376
2020,PA,Education - Elementary and Secondary Total,0,0
2020,PA,Education - Elementary and Secondary Instructional,0,0
2020,PA,Education - Elementary and Secondary Other,0,0
2020,PA,Education - Higher Education Total,49041,340717866
2020,PA,Education - Higher Education Instructional,15688,156246411
2020,PA,Education - Higher Education Other,33353,184471455
2020,PA,Education - Other,4353,20936510
2020,PA,Libraries,0,0
2020,PA,State liquor stores,3160,13029566
2020,PA,All other and unallocable,4734,26724455
2020,RI,Total - All Government Employment Functions,20330,131572332
2020,RI,Financial Administration,925,5486489
2020,RI,Other Government Administration,809,5710468
2020,RI,Judicial and Legal,1207,8131733
2020,RI,Police Protection Total,333,3147506
2020,RI,Police Protection - Persons with Power of Arrest,264,2536765
2020,RI,Police Protection - Other,69,610741
2020,RI,Fire Protection Total,0,0
2020,RI,Fire Protection - Firefighters,0,0
2020,RI,Fire Protection - Other,0,0
2020,RI,Corrections,1428,12235716
2020,RI,Highways,800,5127427
2020,RI,Air Transportation,151,1104609
2020,RI,Sea and Inland Port Facilities,0,0
2020,RI,Public Welfare,1482,9635196
2020,RI,Health,993,6373083
2020,RI,Hospitals,654,4064935
2020,RI,Social Insurance Administration,360,2036239
2020,RI,Solid Waste Management,109,790751
2020,RI,Sewerage,260,1477515
2020,RI,Parks and Recreation,61,275969
2020,RI,Housing and Community Development,10,70744
2020,RI,Natural Resources,371,2361146
2020,RI,Water Supply,0,0
2020,RI,Electric Power,0,0
2020,RI,Gas Supply,0,0
2020,RI,Transit,827,4999444
2020,RI,Education Total,7888,46772514
2020,RI,Education - Elementary and Secondary Total,2933,17356351
2020,RI,Education - Elementary and Secondary Instructional,2517,15806769
2020,RI,Education - Elementary and Secondary Other,416,1549582
2020,RI,Education - Higher Education Total,4490,26227104
2020,RI,Education - Higher Education Instructional,1682,11227711
2020,RI,Education - Higher Education Other,2808,14999393
2020,RI,Education - Other,465,3189059
2020,RI,Libraries,0,0
2020,RI,State liquor stores,0,0
2020,RI,All other and unallocable,1662,11770848
2020,SC,Total - All Government Employment Functions,76435,350328736
2020,SC,Financial Administration,3194,13642161
2020,SC,Other Government Administration,450,2341431
2020,SC,Judicial and Legal,968,5945487
2020,SC,Police Protection Total,2039,8692490
2020,SC,Police Protection - Persons with Power of Arrest,1375,6237312
2020,SC,Police Protection - Other,664,2455178
2020,SC,Fire Protection Total,0,0
2020,SC,Fire Protection - Firefighters,0,0
2020,SC,Fire Protection - Other,0,0
2020,SC,Corrections,7227,23904516
2020,SC,Highways,4215,16674935
2020,SC,Air Transportation,11,68397
2020,SC,Sea and Inland Port Facilities,726,5472106
2020,SC,Public Welfare,5894,18973031
2020,SC,Health,5106,20886364
2020,SC,Hospitals,6622,24541396
2020,SC,Social Insurance Administration,857,3254053
2020,SC,Solid Waste Management,0,0
2020,SC,Sewerage,0,0
2020,SC,Parks and Recreation,911,2172368
2020,SC,Housing and Community Development,126,608461
2020,SC,Natural Resources,1891,7091648
2020,SC,Water Supply,13,91251
