State,Year,Source,Item,Voting_Equipment,Election_Auditing,Voter_Registration_Systems,Cyber_Security,Communications,Other_F,Other_G,Other_COVID,Totals,budget_period_start,budget_period_end,Other_F_description,Other_G_description
ND,2018,0,7. INDIRECT COSTS (if applied),0,0,0,0,0,0,0,0,0,3/22/2018,12/31/2019,,
ND,2018,0,8. Total Federal Budget,3000000,0,0,0,0,0,0,0,3000000,3/22/2018,12/31/2019,,
ND,2018,0,11. NonFederal Match,150000,0,0,0,0,0,0,0,150000,3/22/2018,12/31/2019,,
ND,2018,0,12. Total Program Budget,3150000,0,0,0,0,0,0,0,3150000,3/22/2018,12/31/2019,,
OR,2018,0,1. PERSONNEL (including fringe),0,0,0,0,0,0,0,0,0,3/22/2018,6/30/2019,,
OR,2018,0,2. EQUIPMENT,0,0,0,0,0,0,0,0,0,3/22/2018,6/30/2019,,
OR,2018,0,3. SUBGRANTS to local voting jurisdictions,0,0,0,0,0,0,0,0,0,3/22/2018,6/30/2019,,
OR,2018,0,4. TRAINING,0,0,0,0,0,0,0,0,0,3/22/2018,6/30/2019,,
OR,2018,0,5. All OTHER COSTS,220000,78684,0,422132,0,136000,2393637,0,3250453,3/22/2018,6/30/2019,,
OR,2018,0,6. TOTAL DIRECT COSTS,220000,78684,0,422132,0,136000,2393637,0,3250453,3/22/2018,6/30/2019,,
OR,2018,0,7. INDIRECT COSTS (if applied),0,0,0,0,0,0,0,0,0,3/22/2018,6/30/2019,,
OR,2018,0,8. Total Federal Budget,440000,157368,0,844264,0,136000,2393637,0,3971269,3/22/2018,6/30/2019,,
OR,2018,0,11. NonFederal Match,0,0,0,0,0,0,0,0,0,3/22/2018,6/30/2019,,
OR,2018,0,12. Total Program Budget,440000,157368,0,844264,0,136000,2393637,0,3971269,3/22/2018,6/30/2019,,
PA,2018,0,1. PERSONNEL (including fringe),13476156,0,0,0,0,0,0,0,13476156,3/22/2018,3/22/2023,,
PA,2018,0,2. EQUIPMENT,0,0,0,0,0,0,0,0,0,3/22/2018,3/22/2023,,
PA,2018,0,3. SUBGRANTS to local voting jurisdictions,0,0,0,0,0,0,0,0,0,3/22/2018,3/22/2023,,
PA,2018,0,4. TRAINING,0,0,0,0,0,0,0,0,0,3/22/2018,3/22/2023,,
PA,2018,0,5. All OTHER COSTS,0,0,0,0,0,0,0,0,0,3/22/2018,3/22/2023,,
PA,2018,0,6. TOTAL DIRECT COSTS,13476156,0,0,0,0,0,0,0,13476156,3/22/2018,3/22/2023,,
PA,2018,0,7. INDIRECT COSTS (if applied),0,0,0,0,0,0,0,0,0,3/22/2018,3/22/2023,,
PA,2018,0,8. Total Federal Budget,13476156,0,0,0,0,0,0,0,13476156,3/22/2018,3/22/2023,,
PA,2018,0,11. NonFederal Match,673808,0,0,0,0,0,0,0,673808,3/22/2018,3/22/2023,,
PA,2018,0,12. Total Program Budget,14149964,0,0,0,0,0,0,0,14149964,3/22/2018,3/22/2023,,
PR,2018,0,1. PERSONNEL (including fringe),0,0,0,0,0,0,0,0,0,3/22/2018,7/31/2023,,
PR,2018,0,2. EQUIPMENT,0,0,2636250,521312,0,0,0,0,3157562,3/22/2018,7/31/2023,,
PR,2018,0,3. SUBGRANTS to local voting jurisdictions,0,0,0,0,0,0,0,0,0,3/22/2018,7/31/2023,,
PR,2018,0,4. TRAINING,0,0,142500,67683,0,0,0,0,210183,3/22/2018,7/31/2023,,
PR,2018,0,5. All OTHER COSTS,0,0,219216,0,0,90000,0,0,309216,3/22/2018,7/31/2023,,
PR,2018,0,6. TOTAL DIRECT COSTS,0,0,2997966,588995,0,90000,0,0,3676961,3/22/2018,7/31/2023,,
PR,2018,0,7. INDIRECT COSTS (if applied),0,0,0,0,0,0,0,0,0,3/22/2018,7/31/2023,,
PR,2018,0,8. Total Federal Budget,0,0,2997966,588995,0,90000,0,0,3676961,3/22/2018,7/31/2023,,
PR,2018,0,11. NonFederal Match,0,0,157788,26060,0,0,0,0,183848,3/22/2018,7/31/2023,,
PR,2018,0,12. Total Program Budget,0,0,3155754,615055,0,90000,0,0,3860809,3/22/2018,7/31/2023,,
RI,2018,0,1. PERSONNEL (including fringe),0,0,0,0,0,0,0,0,0,3/22/2018,12/31/2022,,
RI,2018,0,2. EQUIPMENT,239770,316230,1550000,634000,0,0,0,0,2740000,3/22/2018,12/31/2022,,
RI,2018,0,3. SUBGRANTS to local voting jurisdictions,0,0,0,100000,0,0,0,0,100000,3/22/2018,12/31/2022,,
RI,2018,0,4. TRAINING,0,75000,0,0,0,0,0,0,75000,3/22/2018,12/31/2022,,
RI,2018,0,5. All OTHER COSTS,0,0,0,0,0,75000,10000,0,85000,3/22/2018,12/31/2022,,
RI,2018,0,6. TOTAL DIRECT COSTS,239770,391230,1550000,734000,0,75000,10000,0,3000000,3/22/2018,12/31/2022,,
RI,2018,0,7. INDIRECT COSTS (if applied),0,0,0,0,0,0,0,0,0,3/22/2018,12/31/2022,,
RI,2018,0,8. Total Federal Budget,239770,391230,1550000,734000,0,75000,10000,0,3000000,3/22/2018,12/31/2022,,
RI,2018,0,11. NonFederal Match,150000,0,0,0,0,0,0,0,150000,3/22/2018,12/31/2022,,
RI,2018,0,12. Total Program Budget,389770,391230,1550000,734000,0,75000,10000,0,3150000,3/22/2018,12/31/2022,,
SD,2018,0,1. PERSONNEL (including fringe),0,0,0,0,0,0,0,0,0,3/22/2018,3/22/2023,,
SD,2018,0,2. EQUIPMENT,2500000,0,0,0,0,0,0,0,2500000,3/22/2018,3/22/2023,,
SD,2018,0,3. SUBGRANTS to local voting jurisdictions,0,0,0,0,0,0,0,0,0,3/22/2018,3/22/2023,,
SD,2018,0,4. TRAINING,0,0,0,0,0,0,0,0,0,3/22/2018,3/22/2023,,
SD,2018,0,5. All OTHER COSTS,0,0,0,500000,0,0,0,0,500000,3/22/2018,3/22/2023,,
SD,2018,0,6. TOTAL DIRECT COSTS,2500000,0,0,500000,0,0,0,0,3000000,3/22/2018,3/22/2023,,
SD,2018,0,7. INDIRECT COSTS (if applied),0,0,0,0,0,0,0,0,0,3/22/2018,3/22/2023,,
SD,2018,0,8. Total Federal Budget,2500000,0,0,500000,0,0,0,0,3000000,3/22/2018,3/22/2023,,
SD,2018,0,11. NonFederal Match,150000,0,0,0,0,0,0,0,150000,3/22/2018,3/22/2023,,
SD,2018,0,12. Total Program Budget,2650000,0,0,500000,0,0,0,0,3150000,3/22/2018,3/22/2023,,
TN,2018,0,1. PERSONNEL (including fringe),0,0,300000,0,0,0,0,0,300000,3/22/2018,3/22/2023,,
TN,2018,0,2. EQUIPMENT,0,0,1600000,0,0,0,0,0,1600000,3/22/2018,3/22/2023,,
TN,2018,0,3. SUBGRANTS to local voting jurisdictions,4124900,0,0,0,0,0,0,0,4124900,3/22/2018,3/22/2023,,
TN,2018,0,4. TRAINING,0,0,0,100000,0,0,0,0,100000,3/22/2018,3/22/2023,,
TN,2018,0,5. All OTHER COSTS,0,0,0,1440518,0,0,0,0,1440518,3/22/2018,3/22/2023,,
TN,2018,0,6. TOTAL DIRECT COSTS,4124900,0,1900000,1540518,0,0,0,0,7565418,3/22/2018,3/22/2023,,
TN,2018,0,7. INDIRECT COSTS (if applied),0,0,0,0,0,0,0,0,0,3/22/2018,3/22/2023,,
TN,2018,0,8. Total Federal Budget,4124900,0,1900000,1540518,0,0,0,0,7565418,3/22/2018,3/22/2023,,
TN,2018,0,11. NonFederal Match,217100,0,100000,61171,0,0,0,0,378271,3/22/2018,3/22/2023,,
TN,2018,0,12. Total Program Budget,4342000,0,2000000,1601689,0,0,0,0,7943689,3/22/2018,3/22/2023,,
TX,2018,0,1. PERSONNEL (including fringe),0,0,0,0,0,0,0,0,0,3/22/2018,3/22/2023,,
TX,2018,0,2. EQUIPMENT,0,0,0,0,0,0,0,0,0,3/22/2018,3/22/2023,,
TX,2018,0,3. SUBGRANTS to local voting jurisdictions,0,0,0,0,0,0,0,0,0,3/22/2018,3/22/2023,,
TX,2018,0,4. TRAINING,0,0,0,10000,0,0,0,0,10000,3/22/2018,3/22/2023,,
TX,2018,0,5. All OTHER COSTS,475000,4750000,475000,11390000,0,6152604,0,0,23242604,3/22/2018,3/22/2023,,
TX,2018,0,6. TOTAL DIRECT COSTS,475000,4750000,475000,11400000,0,6152604,0,0,23252604,3/22/2018,3/22/2023,,
TX,2018,0,7. INDIRECT COSTS (if applied),0,0,0,0,0,0,0,0,0,3/22/2018,3/22/2023,,
TX,2018,0,8. Total Federal Budget,475000,4750000,475000,11400000,0,6152604,0,0,23252604,3/22/2018,3/22/2023,,
TX,2018,0,11. NonFederal Match,25000,250000,25000,600000,0,262000,0,0,1162000,3/22/2018,3/22/2023,,
TX,2018,0,12. Total Program Budget,500000,5000000,500000,12000000,0,6414604,0,0,24414604,3/22/2018,3/22/2023,,
UT,2018,0,1. PERSONNEL (including fringe),0,0,0,0,0,0,0,0,0,3/22/2018,12/31/2022,,
UT,2018,0,2. EQUIPMENT,0,0,0,0,0,0,0,0,0,3/22/2018,12/31/2022,,
UT,2018,0,3. SUBGRANTS to local voting jurisdictions,1394447,0,0,0,0,0,0,0,1394447,3/22/2018,12/31/2022,,
UT,2018,0,4. TRAINING,0,0,0,0,0,0,0,0,0,3/22/2018,12/31/2022,,
UT,2018,0,5. All OTHER COSTS,0,16605,2100000,600000,0,0,0,0,2716605,3/22/2018,12/31/2022,,
UT,2018,0,6. TOTAL DIRECT COSTS,1394447,16605,2100000,600000,0,0,0,0,4111052,3/22/2018,12/31/2022,,
UT,2018,0,7. INDIRECT COSTS (if applied),0,0,0,0,0,0,0,0,0,3/22/2018,12/31/2022,,
UT,2018,0,8. Total Federal Budget,1394447,16605,2100000,600000,0,0,0,0,4111052,3/22/2018,12/31/2022,,
UT,2018,0,11. NonFederal Match,0,0,205553,0,0,0,0,0,205553,3/22/2018,12/31/2022,,
UT,2018,0,12. Total Program Budget,1394447,16605,2305553,600000,0,0,0,0,4316605,3/22/2018,12/31/2022,,
VA,2018,0,1. PERSONNEL (including fringe),0,662200,0,1473462,0,356903,2161073,0,4653638,3/22/2018,3/22/2023,,
VA,2018,0,2. EQUIPMENT,0,0,0,959885,0,0,0,0,959885,3/22/2018,3/22/2023,,
VA,2018,0,3. SUBGRANTS to local voting jurisdictions,0,0,0,0,0,0,0,0,0,3/22/2018,3/22/2023,,
VA,2018,0,4. TRAINING,0,0,0,97815,135000,0,0,0,232815,3/22/2018,3/22/2023,,
VA,2018,0,5. All OTHER COSTS,0,0,0,2927731,90920,0,215715,0,3234366,3/22/2018,3/22/2023,,
VA,2018,0,6. TOTAL DIRECT COSTS,0,662200,0,5458893,225920,356903,2376788,0,9080704,3/22/2018,3/22/2023,,
VA,2018,0,7. INDIRECT COSTS (if applied),0,0,0,0,0,0,0,0,0,3/22/2018,3/22/2023,,
VA,2018,0,8. Total Federal Budget,0,662200,0,5458893,225920,356903,2376788,0,9080704,3/22/2018,3/22/2023,,
VA,2018,0,11. NonFederal Match,0,0,0,454037,0,0,0,0,454037,3/22/2018,3/22/2023,,
VA,2018,0,12. Total Program Budget,0,662200,0,5912930,225920,356903,2376788,0,9534741,3/22/2018,3/22/2023,,
OH,2018,0,1. PERSONNEL (including fringe),0,0,0,0,0,0,0,0,0,3/22/2018,9/30/2018,,
OH,2018,0,2. EQUIPMENT,0,0,0,0,0,0,0,0,0,3/22/2018,9/30/2018,,
OH,2018,0,3. SUBGRANTS to local voting jurisdictions,0,0,0,0,0,0,0,0,0,3/22/2018,9/30/2018,,
OH,2018,0,4. TRAINING,0,0,0,48584,0,0,0,0,48584,3/22/2018,9/30/2018,,
OH,2018,0,5. All OTHER COSTS,0,0,81005,0,0,0,0,0,81005,3/22/2018,9/30/2018,,
OH,2018,0,6. TOTAL DIRECT COSTS,0,0,81005,48584,0,0,0,0,129589,3/22/2018,9/30/2018,,
OH,2018,0,7. INDIRECT COSTS (if applied),0,0,0,0,0,0,0,0,0,3/22/2018,9/30/2018,,
OH,2018,0,8. Total Federal Budget,0,0,81005,48584,0,0,0,0,129589,3/22/2018,9/30/2018,,
OH,2018,0,11. NonFederal Match,0,0,0,0,0,0,0,0,0,3/22/2018,9/30/2018,,
OH,2018,0,12. Total Program Budget,0,0,81005,48584,0,0,0,0,129589,3/22/2018,9/30/2018,,
WA,2018,0,1. PERSONNEL (including fringe),0,0,897744,897744,897744,0,0,0,2693232,3/22/2018,3/23/2023,,
WA,2018,0,2. EQUIPMENT,0,0,0,0,0,0,0,0,0,3/22/2018,3/23/2023,,
WA,2018,0,3. SUBGRANTS to local voting jurisdictions,0,0,0,0,4116792,0,0,0,4116792,3/22/2018,3/23/2023,,
WA,2018,0,4. TRAINING,0,0,0,0,1097744,0,0,0,1097744,3/22/2018,3/23/2023,,
WA,2018,0,5. All OTHER COSTS,0,0,0,0,0,0,0,0,0,3/22/2018,3/23/2023,,
WA,2018,0,6. TOTAL DIRECT COSTS,0,0,897744,897744,6112280,0,0,0,7907768,3/22/2018,3/23/2023,,
WA,2018,0,7. INDIRECT COSTS (if applied),0,0,0,0,0,0,0,0,0,3/22/2018,3/23/2023,,
WA,2018,0,8. Total Federal Budget,0,0,897744,897744,6112280,0,0,0,7907768,3/22/2018,3/23/2023,,
WA,2018,0,11. NonFederal Match,0,0,0,0,395388,0,0,0,395388,3/22/2018,3/23/2023,,
WA,2018,0,12. Total Program Budget,0,0,897744,897744,6507668,0,0,0,8303156,3/22/2018,3/23/2023,,
WV,2018,0,1. PERSONNEL (including fringe),0,0,0,0,0,0,0,0,0,3/22/2018,3/23/2023,,
WV,2018,0,2. EQUIPMENT,0,0,0,0,0,0,0,0,0,3/22/2018,3/23/2023,,
WV,2018,0,3. SUBGRANTS to local voting jurisdictions,0,0,0,0,0,3611943,0,0,3611943,3/22/2018,3/23/2023,,
WV,2018,0,4. TRAINING,0,0,0,0,0,0,0,0,0,3/22/2018,3/23/2023,,
WV,2018,0,5. All OTHER COSTS,0,0,0,0,0,0,0,0,0,3/22/2018,3/23/2023,,
WV,2018,0,6. TOTAL DIRECT COSTS,0,0,0,0,0,3611943,0,0,3611943,3/22/2018,3/23/2023,,
WV,2018,0,7. INDIRECT COSTS (if applied),0,0,0,0,0,0,0,0,0,3/22/2018,3/23/2023,,
WV,2018,0,8. Total Federal Budget,0,0,0,0,0,3611943,0,0,3611943,3/22/2018,3/23/2023,,
WV,2018,0,11. NonFederal Match,0,0,769500,0,0,0,0,0,769500,3/22/2018,3/23/2023,,
WV,2018,0,12. Total Program Budget,0,0,769500,0,0,3611943,0,0,4381443,3/22/2018,3/23/2023,,
WI,2018,0,1. PERSONNEL (including fringe),0,0,0,2401084,0,0,0,0,2401084,3/22/2018,3/23/2023,,
WI,2018,0,2. EQUIPMENT,0,0,0,0,0,0,0,0,0,3/22/2018,3/23/2023,,
WI,2018,0,3. SUBGRANTS to local voting jurisdictions,0,0,0,0,0,0,0,0,0,3/22/2018,3/23/2023,,
WI,2018,0,4. TRAINING,0,0,0,1000000,0,0,0,0,1000000,3/22/2018,3/23/2023,,
WI,2018,0,5. All OTHER COSTS,0,0,0,3577234,0,0,0,0,3577234,3/22/2018,3/23/2023,,
WI,2018,0,6. TOTAL DIRECT COSTS,0,0,0,6978318,0,0,0,0,6978318,3/22/2018,3/23/2023,,
WI,2018,0,7. INDIRECT COSTS (if applied),0,0,0,0,0,0,0,0,0,3/22/2018,3/23/2023,,
WI,2018,0,8. Total Federal Budget,0,0,0,6978318,0,0,0,0,6978318,3/22/2018,3/23/2023,,
WI,2018,0,11. NonFederal Match,0,0,0,0,0,0,0,0,348916,3/22/2018,3/23/2023,,
WI,2018,0,12. Total Program Budget,0,0,0,6978318,0,0,0,0,7327234,3/22/2018,3/23/2023,,
WY,2018,0,1. PERSONNEL (including fringe),0,0,0,0,0,0,0,0,0,3/22/2018,3/23/2023,,
WY,2018,0,2. EQUIPMENT,2700000,0,0,0,0,0,0,0,2700000,3/22/2018,3/23/2023,,
WY,2018,0,3. SUBGRANTS to local voting jurisdictions,0,0,0,0,0,0,0,0,0,3/22/2018,3/23/2023,,
WY,2018,0,4. TRAINING,0,0,0,0,0,0,0,0,0,3/22/2018,3/23/2023,,
WY,2018,0,5. All OTHER COSTS,0,0,0,300000,0,0,0,0,300000,3/22/2018,3/23/2023,,
WY,2018,0,6. TOTAL DIRECT COSTS,2700000,0,0,300000,0,0,0,0,3000000,3/22/2018,3/23/2023,,
WY,2018,0,7. INDIRECT COSTS (if applied),0,0,0,0,0,0,0,0,0,3/22/2018,3/23/2023,,
WY,2018,0,8. Total Federal Budget,2700000,0,0,300000,0,0,0,0,3000000,3/22/2018,3/23/2023,,
WY,2018,0,11. NonFederal Match,150000,0,0,0,0,0,0,0,150000,3/22/2018,3/23/2023,,
WY,2018,0,12. Total Program Budget,2850000,0,0,300000,0,0,0,0,3150000,3/22/2018,3/23/2023,,
NE,2018,0,1. PERSONNEL (including fringe),0,0,0,0,302326,0,216000,0,518326,3/22/2018,,,
NE,2018,0,2. EQUIPMENT,1313318,0,0,37160,0,0,0,0,1350478,3/22/2018,,,
NE,2018,0,3. SUBGRANTS to local voting jurisdictions,0,0,0,0,0,0,0,0,0,3/22/2018,,,
NE,2018,0,4. TRAINING,0,0,0,0,79588,0,0,0,79588,3/22/2018,,,
NE,2018,0,5. All OTHER COSTS,3925332,0,487515,868554,0,0,15355,0,5296756,3/22/2018,,,
NE,2018,0,6. TOTAL DIRECT COSTS,5238650,0,487515,905714,381914,0,231355,0,7245148,3/22/2018,,,
NE,2018,0,7. INDIRECT COSTS (if applied),0,0,0,0,0,0,0,0,0,3/22/2018,,,
NE,2018,0,8. Total Federal Budget,5238650,0,487515,905714,381914,0,231355,0,7245148,3/22/2018,,,
NE,2018,0,11. NonFederal Match,775498,0,184415,0,0,0,0,0,959913,3/22/2018,,,
NE,2018,0,12. Total Program Budget,6014148,0,671930,905714,381914,0,231355,0,8205061,3/22/2018,,,
MA,2018,0,1. PERSONNEL (including fringe),0,0,0,0,0,0,0,0,0,3/22/2018,,,
MA,2018,0,2. EQUIPMENT,0,0,0,0,0,0,0,0,0,3/22/2018,,,
MA,2018,0,3. SUBGRANTS to local voting jurisdictions,0,0,0,0,0,0,0,0,0,3/22/2018,,,
MA,2018,0,4. TRAINING,0,0,0,0,0,0,0,0,0,3/22/2018,,,
MA,2018,0,5. All OTHER COSTS,0,0,0,0,0,0,0,0,0,3/22/2018,,,
MA,2018,0,6. TOTAL DIRECT COSTS,0,0,0,0,0,0,0,0,0,3/22/2018,,,
MA,2018,0,7. INDIRECT COSTS (if applied),0,0,0,0,0,0,0,0,0,3/22/2018,,,
MA,2018,0,8. Total Federal Budget,1972715,0,3945430,1893806.4,0,0,0,0,7890860,3/22/2018,,,
MA,2018,0,11. NonFederal Match,0,0,0,0,0,0,0,0,394543,3/22/2018,,,
MA,2018,0,12. Total Program Budget,1972715,0,3945430,1893806.4,0,0,0,0,8285403,3/22/2018,,,
